,Area,Perimeter,Convexity,Circularity,X_start,Y_start,Width,Height,Segmented_label
1181,534.5,111.8406194448471,False,0.5369804146930995,196,103,18,47,3
1182,1009.0,141.3969682455063,False,0.6341921104073011,187,102,28,57,3
1183,1353.5,162.46803617477417,False,0.6443654738346687,181,102,35,61,3
1184,1811.5,189.58073318004608,False,0.633373378354972,168,100,48,66,3
1185,2085.5,212.06601452827454,False,0.5827441321467571,159,97,56,72,3
1186,1949.5,222.0660160779953,False,0.49678548817725576,157,95,58,74,3
1187,1737.5,215.237588763237,False,0.4713010865564584,157,95,56,74,3
1188,907.0,164.16652119159698,False,0.42291000592642863,156,109,47,54,3
1189,390.0,91.74011397361755,False,0.5823122419300026,159,129,33,24,3
1190,79.5,35.55634880065918,False,0.7902102830817189,203,127,8,15,3
1191,371.0,75.94112479686737,False,0.8084063624055372,158,142,29,18,3
1192,428.0,105.25483334064484,False,0.4854779810511545,194,122,19,44,3
1193,619.5,123.98275566101074,False,0.5064407054713196,190,121,24,51,3
1194,1152.0,157.19595801830292,False,0.585840772037391,178,122,37,56,3
1195,1643.5,184.89444172382355,False,0.6041320290222876,161,121,54,60,3
1196,1830.5,202.0660160779953,False,0.5633691211826233,156,118,58,64,3
1197,1915.5,213.37972474098206,False,0.5286712814336851,152,115,61,68,3
1198,1759.5,217.379723072052,False,0.46790864895037004,151,114,60,69,3
1199,1524.0,209.4802281856537,False,0.43642412958371035,150,115,59,67,3
1200,936.5,139.78174495697021,False,0.6023053632963173,150,143,49,36,3
1201,645.0,124.7106763124466,False,0.5211494812286436,152,143,41,33,3
